"date","receiver","sender","name","mcc","count"
"13.10.2016","UA","BJ","Computer Maintenance and Programming","7379","4"
"03.10.2016","GB","AG","Charitable and Social Service Organizations","8398","54"
"17.09.2016","LV","ES","Professional and Personal Services","8999","8"
"20.09.2016","GB","KH","Charitable and Social Service Organizations","8398","18"
"21.10.2016","GB","US","Telecommunication Services","4814","96"
"21.10.2016","LV","MD","Professional and Personal Services","8999","4"
"12.09.2016","GB","GA","Charitable and Social Service Organizations","8398","27"
"19.11.2016","GB","NG","Charitable and Social Service Organizations","8398","120"
"10.09.2016","RU","GB","Stores and Shops","5200","1"
"24.09.2016","RU","GB","Financial Services","6012","1"
"15.09.2016","GB","BR","Charitable and Social Service Organizations","8398","300"
"11.10.2016","RU","UA","Professional and Personal Services","8999","12"
"11.11.2016","LV","US","Professional and Personal Services","8999","5"
"10.09.2016","GB","AU","Charitable and Social Service Organizations","8398","420"
"30.10.2016","RU","LT","Dating","7273","9"
"27.11.2016","CZ","DE","Computer Maintenance and Programming","7379","40"
"21.11.2016","GB","US","Charitable and Social Service Organizations","8398","1015"
"14.11.2016","UA","US","Computer Maintenance and Programming","7379","10"
"15.10.2016","RU","NL","Stores and Shops","5200","10"
"04.12.2016","UA","JO","Tickets and Travel","7922","7"
"15.10.2016","UA","GR","Education","8299","2"
"05.10.2016","UA","ID","Florists","5193","6"
"13.09.2016","UA","AF","Florists","5193","1"
"15.11.2016","LV","GI","Telecommunication Services","4814","3"
"31.10.2016","GB","LV","Telecommunication Services","4814","48"
"18.11.2016","GB","DE","Computer Maintenance and Programming","7379","20"
"14.10.2016","GB","LY","Charitable and Social Service Organizations","8398","21"
"01.12.2016","UA","BY","Education","8299","15"
"05.10.2016","RU","IL","Computer Maintenance and Programming","7379","2"
"13.09.2016","CZ","KZ","Computer Maintenance and Programming","7379","140"
"17.09.2016","GB","ZA","Charitable and Social Service Organizations","8398","30"
"09.10.2016","RU","MD","Dating","7273","9"
"17.09.2016","UA","US","Tickets and Travel","7922","15"
"03.11.2016","RU","US","Stores and Shops","5200","9"
"18.11.2016","GB","MT","Dating","7273","5"
"05.12.2016","RU","DE","Dating","7273","2"
"15.11.2016","RU","US","Professional and Personal Services","8999","40"
"01.12.2016","GB","AT","Charitable and Social Service Organizations","8398","3"
"08.10.2016","UA","RU","Taxicabs and Limousines","4121","18"
"03.11.2016","GB","PK","Charitable and Social Service Organizations","8398","50"
"07.10.2016","GB","AU","Charitable and Social Service Organizations","8398","150"
"02.12.2016","GB","PA","Dating","7273","44"
"09.09.2016","RU","KZ","Computer Maintenance and Programming","7379","3"
"05.11.2016","UA","CA","Computer Maintenance and Programming","7379","21"
"05.11.2016","GB","CR","Charitable and Social Service Organizations","8398","30"
"02.12.2016","UA","TR","Tickets and Travel","7922","2"
"19.10.2016","UA","IT","Education","8299","5"
"02.10.2016","UA","IT","Computer Maintenance and Programming","7379","12"
"12.09.2016","UA","CA","Florists","5193","20"
"15.10.2016","GB","IT","Computer Maintenance and Programming","7379","8"
"17.10.2016","RU","NG","Dating","7273","10"
"04.11.2016","UA","EG","Computer Maintenance and Programming","7379","6"
"22.10.2016","LV","UA","Professional and Personal Services","8999","612"
"14.10.2016","GB","MY","Charitable and Social Service Organizations","8398","30"
"14.10.2016","EE","LV","Telecommunication Services","4814","3"
"27.11.2016","GB","IN","Charitable and Social Service Organizations","8398","81"
"05.10.2016","GB","BW","Charitable and Social Service Organizations","8398","27"
"11.11.2016","UA","ES","Tickets and Travel","7922","20"
"05.10.2016","LV","RU","Professional and Personal Services","8999","791"
"30.10.2016","RU","AR","Computer Maintenance and Programming","7379","10"
"02.10.2016","GB","FI","Charitable and Social Service Organizations","8398","56"
"08.09.2016","GB","US","Telecommunication Services","4814","16"
"30.11.2016","UA","RU","Computer Maintenance and Programming","7379","25"
"05.10.2016","UA","AZ","Computer Maintenance and Programming","7379","2"
"17.09.2016","GB","SA","Charitable and Social Service Organizations","8398","90"
"29.09.2016","SK","RU","Stores and Shops","5200","175"
"16.11.2016","GB","BW","Charitable and Social Service Organizations","8398","9"
"24.10.2016","GB","VE","Charitable and Social Service Organizations","8398","75"
"16.11.2016","LV","RU","Professional and Personal Services","8999","624"
"07.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","264"
"24.11.2016","GB","AM","Computer Maintenance and Programming","7379","16"
"26.09.2016","RU","UA","Dating","7273","424"
"04.12.2016","UA","AU","Tickets and Travel","7922","8"
"18.10.2016","ES","LV","Management, Consulting, and Advertising Services","7311","21"
"29.11.2016","UA","AZ","Taxicabs and Limousines","4121","5"
"14.11.2016","RU","UZ","Dating","7273","7"
"08.11.2016","GB","MT","Charitable and Social Service Organizations","8398","35"
"13.09.2016","GB","LV","Computer Maintenance and Programming","7379","18"
"08.09.2016","UA","IT","Education","8299","9"
"15.09.2016","GB","MD","Computer Maintenance and Programming","7379","7"
"07.12.2016","UA","AZ","Florists","5193","2"
"18.11.2016","UA","RU","Computer Maintenance and Programming","7379","328"
"18.09.2016","GB","ZA","Charitable and Social Service Organizations","8398","224"
"01.12.2016","GB","GH","Charitable and Social Service Organizations","8398","10"
"24.09.2016","GB","US","Computer Maintenance and Programming","7379","16"
"23.09.2016","LV","UA","Telecommunication Services","4814","10"
"12.09.2016","RU","CN","Professional and Personal Services","8999","2"
"23.09.2016","RU","LV","Dating","7273","18"
"24.09.2016","GB","CZ","Charitable and Social Service Organizations","8398","16"
"16.10.2016","GB","GR","Charitable and Social Service Organizations","8398","63"
"13.10.2016","GB","FR","Computer Maintenance and Programming","7379","8"
"13.10.2016","GB","IN","Charitable and Social Service Organizations","8398","990"
"03.12.2016","RU","SE","Dating","7273","8"
"11.11.2016","UA","PL","Computer Maintenance and Programming","7379","5"
"10.10.2016","UA","RU","Computer Maintenance and Programming","7379","66"
"30.11.2016","GB","DE","Computer Maintenance and Programming","7379","9"
"18.09.2016","GB","SA","Charitable and Social Service Organizations","8398","162"
"11.10.2016","GB","CA","Computer Maintenance and Programming","7379","16"
"25.11.2016","LV","RO","Car Rental Companies","7512","3"
"26.09.2016","UA","RU","Florists","5193","20"
"23.11.2016","GB","AM","Computer Maintenance and Programming","7379","10"
"17.10.2016","UA","RO","Tickets and Travel","7922","6"
"16.11.2016","GB","PH","Charitable and Social Service Organizations","8398","18"
"29.09.2016","GB","VN","Charitable and Social Service Organizations","8398","6"
"04.11.2016","GB","US","Charitable and Social Service Organizations","8398","852"
"19.10.2016","LV","MD","Professional and Personal Services","8999","12"
"19.10.2016","GB","US","Telecommunication Services","4814","16"
"30.09.2016","GB","AZ","Charitable and Social Service Organizations","8398","56"
"05.10.2016","GB","PH","Charitable and Social Service Organizations","8398","9"
"16.09.2016","GB","UA","Computer Maintenance and Programming","7379","144"
"04.11.2016","LV","GB","Professional and Personal Services","8999","12"
"15.10.2016","GB","DE","Computer Maintenance and Programming","7379","8"
"27.10.2016","GB","PL","Computer Maintenance and Programming","7379","12"
"23.09.2016","UA","RU","Florists","5193","70"
"28.10.2016","RU","TR","Dating","7273","9"
"01.11.2016","CZ","RU","Computer Maintenance and Programming","7379","140"
"04.11.2016","UA","RU","Education","8299","954"
"19.11.2016","UA","TR","Hotels, Motels, Resorts","7011","16"
"10.10.2016","GB","AT","Charitable and Social Service Organizations","8398","5"
"29.09.2016","RU","GB","Dating","7273","84"
"08.12.2016","UA","SK","Florists","5193","10"
"06.12.2016","GB","LT","Charitable and Social Service Organizations","8398","63"
"10.09.2016","UA","LV","Computer Maintenance and Programming","7379","1"
"12.11.2016","UA","CZ","Computer Maintenance and Programming","7379","6"
"25.10.2016","RU","BZ","Professional and Personal Services","8999","2"
"01.12.2016","UA","GB","Stores and Shops","5200","147"
"04.12.2016","GB","US","Management, Consulting, and Advertising Services","7311","60"
"18.10.2016","GB","CO","Charitable and Social Service Organizations","8398","30"
"04.10.2016","RU","US","Dating","7273","36"
"11.10.2016","RU","FR","Dating","7273","4"
"28.11.2016","GB","CI","Charitable and Social Service Organizations","8398","6"
"27.11.2016","RU","IN","Computer Maintenance and Programming","7379","8"
"10.10.2016","UA","BY","Education","8299","14"
"26.11.2016","RU","TR","Dating","7273","12"
"12.09.2016","UA","AM","Computer Maintenance and Programming","7379","20"
"28.11.2016","GB","KR","Charitable and Social Service Organizations","8398","8"
"30.10.2016","GB","AR","Charitable and Social Service Organizations","8398","576"
"05.11.2016","GB","JP","Charitable and Social Service Organizations","8398","54"
"23.10.2016","RU","AZ","Dating","7273","10"
"17.09.2016","RU","ZA","Computer Maintenance and Programming","7379","10"
"16.11.2016","GB","IL","Charitable and Social Service Organizations","8398","10"
"04.10.2016","UA","DE","Tickets and Travel","7922","8"
"01.10.2016","GB","AD","Charitable and Social Service Organizations","8398","12"
"13.09.2016","GB","UA","Computer Maintenance and Programming","7379","312"
"03.11.2016","EE","MD","Telecommunication Services","4814","21"
"09.11.2016","UA","TR","Hotels, Motels, Resorts","7011","6"
"19.09.2016","UA","PL","Computer Maintenance and Programming","7379","12"
"23.09.2016","RU","UA","Dating","7273","410"
"26.09.2016","RU","LV","Dating","7273","16"
"23.10.2016","DE","RU","Furniture","7011","16"
"20.11.2016","EE","BY","Telecommunication Services","4814","264"
"26.10.2016","UA","GB","Taxicabs and Limousines","4121","28"
"15.11.2016","RU","PL","Dating","7273","6"
"15.10.2016","GB","AE","Computer Maintenance and Programming","7379","3"
"06.12.2016","RU","GB","Professional and Personal Services","8999","27"
"28.10.2016","GB","OM","Charitable and Social Service Organizations","8398","63"
"19.10.2016","UA","DE","Education","8299","7"
"01.12.2016","RU","AT","Computer Maintenance and Programming","7379","9"
"12.09.2016","GB","RO","Computer Maintenance and Programming","7379","48"
"07.10.2016","RU","AU","Computer Maintenance and Programming","7379","40"
"09.09.2016","GB","KZ","Charitable and Social Service Organizations","8398","1170"
"29.11.2016","EE","US","Telecommunication Services","4814","8"
"18.10.2016","UA","GB","Computer Maintenance and Programming","7379","14"
"28.09.2016","GB","TZ","Charitable and Social Service Organizations","8398","30"
"05.10.2016","UA","GB","Education","8299","22"
"08.10.2016","GB","MU","Charitable and Social Service Organizations","8398","18"
"18.10.2016","LV","BY","Professional and Personal Services","8999","8"
"27.11.2016","UA","AE","Tickets and Travel","7922","8"
"16.11.2016","UA","GB","Education","8299","2"
"16.10.2016","UA","IL","Florists","5193","42"
"24.10.2016","GB","MD","Charitable and Social Service Organizations","8398","7"
"04.10.2016","GB","ET","Charitable and Social Service Organizations","8398","18"
"10.10.2016","GB","GH","Charitable and Social Service Organizations","8398","12"
"23.09.2016","RU","LT","Education","8299","9"
"27.11.2016","RU","CA","Dating","7273","5"
"27.09.2016","RU","GB","Stores and Shops","5200","9"
"19.09.2016","GB","NP","Charitable and Social Service Organizations","8398","36"
"02.10.2016","GB","RU","Computer Maintenance and Programming","7379","176"
"27.09.2016","GB","AU","Charitable and Social Service Organizations","8398","120"
"14.10.2016","EE","UA","Telecommunication Services","4814","40"
"06.11.2016","GB","EE","Charitable and Social Service Organizations","8398","125"
"04.11.2016","RU","US","Computer Maintenance and Programming","7379","3"
"28.09.2016","GB","CL","Charitable and Social Service Organizations","8398","48"
"30.10.2016","GB","SG","Charitable and Social Service Organizations","8398","150"
"01.10.2016","UA","NO","Tickets and Travel","7922","3"
"22.10.2016","GB","MW","Charitable and Social Service Organizations","8398","54"
"17.10.2016","GB","IL","Computer Maintenance and Programming","7379","12"
"24.11.2016","GB","NA","Charitable and Social Service Organizations","8398","16"
"22.10.2016","UA","RU","Tickets and Travel","7922","8"
"30.09.2016","UA","IL","Computer Maintenance and Programming","7379","22"
"02.11.2016","GB","PE","Charitable and Social Service Organizations","8398","35"
"23.11.2016","UA","RU","Tickets and Travel","7922","3"
"20.11.2016","GB","CY","Computer Maintenance and Programming","7379","16"
"28.11.2016","LV","KZ","Professional and Personal Services","8999","12"
"12.11.2016","LV","MD","Professional and Personal Services","8999","7"
"14.10.2016","GB","EC","Charitable and Social Service Organizations","8398","154"
"02.12.2016","GB","BR","Charitable and Social Service Organizations","8398","96"
"21.09.2016","GB","EE","Charitable and Social Service Organizations","8398","136"
"01.12.2016","RU","UA","Financial Services","6012","4"
"18.10.2016","RU","FI","Dating","7273","18"
"13.11.2016","RU","AR","Professional and Personal Services","8999","27"
"22.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","110"
"26.10.2016","GB","NG","Management, Consulting, and Advertising Services","7311","940"
"01.12.2016","UA","RU","Computer Maintenance and Programming","7379","80"
"14.11.2016","RU","LT","Dating","7273","8"
"03.10.2016","GB","US","Computer Maintenance and Programming","7379","8"
"22.11.2016","RU","ES","Computer Maintenance and Programming","7379","6"
"07.12.2016","GB","NA","Charitable and Social Service Organizations","8398","2"
"21.11.2016","UA","HU","Education","8299","1"
"18.10.2016","UA","GB","Florists","5193","8"
"28.09.2016","GB","EE","Computer Maintenance and Programming","7379","8"
"17.09.2016","UA","IT","Computer Maintenance and Programming","7379","6"
"01.10.2016","GB","CA","Charitable and Social Service Organizations","8398","342"
"26.11.2016","LV","PL","Management, Consulting, and Advertising Services","7311","9"
"27.10.2016","RU","AU","Computer Maintenance and Programming","7379","12"
"17.11.2016","RU","IT","Computer Maintenance and Programming","7379","16"
"07.11.2016","UA","RU","Stores and Shops","5200","10"
"22.10.2016","GB","US","Computer Maintenance and Programming","7379","27"
"11.09.2016","RU","BG","Computer Maintenance and Programming","7379","6"
"02.10.2016","GB","SA","Charitable and Social Service Organizations","8398","72"
"22.10.2016","GB","CZ","Charitable and Social Service Organizations","8398","27"
"04.11.2016","UA","GB","Taxicabs and Limousines","4121","6"
"17.09.2016","GB","FI","Charitable and Social Service Organizations","8398","72"
"21.11.2016","UA","KR","Tickets and Travel","7922","6"
"11.10.2016","GB","AM","Computer Maintenance and Programming","7379","8"
"24.10.2016","LV","CH","Stores and Shops","5200","30"
"01.12.2016","RU","UA","Dating","7273","237"
"17.11.2016","GB","DE","Charitable and Social Service Organizations","8398","5"
"13.11.2016","GB","NZ","Charitable and Social Service Organizations","8398","6"
"17.11.2016","GB","RU","Telecommunication Services","4814","96"
"08.12.2016","GB","UA","Computer Maintenance and Programming","7379","396"
"02.10.2016","UA","US","Tickets and Travel","7922","42"
"25.10.2016","RU","US","Dating","7273","25"
"07.12.2016","UA","RU","Tickets and Travel","7922","14"
"27.09.2016","RU","CY","Stores and Shops","5200","10"
"26.10.2016","UA","RU","Education","8299","72"
"02.10.2016","GB","ZA","Charitable and Social Service Organizations","8398","99"
"29.10.2016","GB","ES","Computer Maintenance and Programming","7379","1"
"04.11.2016","UA","MX","Education","8299","3"
"29.11.2016","UA","RU","Computer Maintenance and Programming","7379","385"
"10.09.2016","GB","MD","Charitable and Social Service Organizations","8398","75"
"13.10.2016","GB","ID","Charitable and Social Service Organizations","8398","36"
"03.10.2016","GB","LT","Charitable and Social Service Organizations","8398","25"
"07.10.2016","GB","PL","Computer Maintenance and Programming","7379","10"
"06.12.2016","UA","GE","Tickets and Travel","7922","2"
"06.10.2016","RU","BE","Computer Maintenance and Programming","7379","9"
"03.12.2016","GB","DO","Charitable and Social Service Organizations","8398","35"
"28.10.2016","GB","MD","Computer Maintenance and Programming","7379","6"
"01.12.2016","UA","RU","Florists","5193","98"
"08.11.2016","RU","PL","Dating","7273","1"
"19.11.2016","UA","CN","Taxicabs and Limousines","4121","3"
"11.09.2016","RU","BR","Professional and Personal Services","8999","6"
"09.09.2016","RU","ES","Computer Maintenance and Programming","7379","4"
"08.10.2016","RU","IL","Computer Maintenance and Programming","7379","2"
"27.10.2016","UA","NL","Florists","5193","1"
"19.11.2016","GB","AZ","Charitable and Social Service Organizations","8398","15"
"10.11.2016","GB","MD","Charitable and Social Service Organizations","8398","6"
"15.09.2016","RU","CY","Stores and Shops","5200","3"
"27.11.2016","GB","ID","Charitable and Social Service Organizations","8398","54"
"18.09.2016","GB","FI","Charitable and Social Service Organizations","8398","80"
"14.10.2016","UA","DE","Taxicabs and Limousines","4121","8"
"05.11.2016","GB","RO","Computer Maintenance and Programming","7379","8"
"17.11.2016","RU","US","Florists","5193","6"
"26.09.2016","GB","AT","Charitable and Social Service Organizations","8398","3"
"20.09.2016","GB","KW","Charitable and Social Service Organizations","8398","30"
"23.09.2016","UA","RU","Computer Maintenance and Programming","7379","16"
"28.10.2016","UA","GB","Computer Maintenance and Programming","7379","4"
"25.11.2016","CZ","RU","Computer Maintenance and Programming","7379","360"
"18.09.2016","UA","IT","Computer Maintenance and Programming","7379","2"
"04.11.2016","GB","NG","Management, Consulting, and Advertising Services","7311","296"
"17.10.2016","RU","SE","Computer Maintenance and Programming","7379","9"
"27.11.2016","RU","FR","Florists","5193","10"
"05.10.2016","UA","RU","Taxicabs and Limousines","4121","7"
"16.11.2016","UA","RU","Taxicabs and Limousines","4121","4"
"26.09.2016","UA","BY","Education","8299","20"
"04.10.2016","GB","KG","Charitable and Social Service Organizations","8398","18"
"29.09.2016","UA","TR","Computer Maintenance and Programming","7379","2"
"25.10.2016","GB","BG","Charitable and Social Service Organizations","8398","30"
"28.10.2016","GB","GI","Charitable and Social Service Organizations","8398","36"
"30.10.2016","EE","RU","Telecommunication Services","4814","88"
"09.11.2016","GB","AZ","Charitable and Social Service Organizations","8398","10"
"07.11.2016","GB","ES","Charitable and Social Service Organizations","8398","150"
"02.11.2016","LV","RU","Stores and Shops","5200","30"
"24.09.2016","LV","UA","Professional and Personal Services","8999","1"
"21.11.2016","RU","UA","Financial Services","6012","12"
"18.11.2016","RU","KZ","Education","8299","3"
"14.09.2016","RU","GE","Dating","7273","25"
"10.10.2016","RU","LV","Dating","7273","6"
"02.11.2016","UA","CA","Tickets and Travel","7922","5"
"26.10.2016","RU","US","Computer Maintenance and Programming","7379","40"
"14.09.2016","GB","SK","Computer Maintenance and Programming","7379","32"
"06.10.2016","CZ","RU","Computer Maintenance and Programming","7379","14"
"20.09.2016","UA","NO","Florists","5193","2"
"08.10.2016","LV","RU","Professional and Personal Services","8999","480"
"29.11.2016","GB","DE","Computer Maintenance and Programming","7379","2"
"20.11.2016","UA","IL","Charitable and Social Service Organizations","8398","1"
"16.09.2016","UA","GI","Computer Maintenance and Programming","7379","2"
"26.11.2016","GB","GI","Charitable and Social Service Organizations","8398","15"
"19.10.2016","GB","FR","Charitable and Social Service Organizations","8398","150"
"09.11.2016","GB","RO","Charitable and Social Service Organizations","8398","2"
"02.12.2016","UA","GE","Florists","5193","6"
"16.10.2016","GB","PE","Charitable and Social Service Organizations","8398","32"
"03.11.2016","RU","BY","Dating","7273","120"
"04.11.2016","GB","BF","Charitable and Social Service Organizations","8398","9"
"16.11.2016","GB","MU","Charitable and Social Service Organizations","8398","2"
"08.10.2016","GB","BJ","Charitable and Social Service Organizations","8398","54"
"31.10.2016","GB","BR","Charitable and Social Service Organizations","8398","480"
"10.10.2016","RU","UA","Dating","7273","192"
"17.11.2016","UA","TR","Florists","5193","8"
"27.10.2016","GB","BZ","Computer Maintenance and Programming","7379","3"
"02.10.2016","RU","ZA","Computer Maintenance and Programming","7379","20"
"12.10.2016","GB","AZ","Charitable and Social Service Organizations","8398","77"
"09.09.2016","UA","RU","Stores and Shops","5200","35"
"21.09.2016","UA","US","Hotels, Motels, Resorts","7011","16"
"26.10.2016","GB","UG","Charitable and Social Service Organizations","8398","21"
"18.09.2016","UA","LB","Florists","5193","2"
"20.11.2016","RU","MD","Dating","7273","8"
"13.09.2016","GB","FJ","Charitable and Social Service Organizations","8398","33"
"16.09.2016","GB","IL","Professional and Personal Services","8999","2"
"06.10.2016","GB","BE","Charitable and Social Service Organizations","8398","32"
"05.10.2016","GB","BO","Charitable and Social Service Organizations","8398","60"
"13.10.2016","RU","BE","Stores and Shops","5200","10"
"23.11.2016","UA","AZ","Florists","5193","16"
"29.09.2016","GB","BR","Computer Maintenance and Programming","7379","8"
"08.11.2016","RU","US","Professional and Personal Services","8999","153"
"30.11.2016","EE","US","Telecommunication Services","4814","18"
"27.10.2016","RU","GB","Stores and Shops","5200","2"
"07.12.2016","GB","AM","Computer Maintenance and Programming","7379","18"
"29.09.2016","GB","LB","Charitable and Social Service Organizations","8398","6"
"05.12.2016","GB","UA","Computer Maintenance and Programming","7379","308"
"03.10.2016","GB","ME","Charitable and Social Service Organizations","8398","30"
"26.09.2016","UA","RU","Computer Maintenance and Programming","7379","49"
"26.10.2016","RU","BG","Dating","7273","8"
"18.09.2016","GB","RU","Computer Maintenance and Programming","7379","115"
"27.10.2016","GB","AU","Charitable and Social Service Organizations","8398","585"
"29.11.2016","UA","RU","Tickets and Travel","7922","8"
"15.11.2016","UA","DK","Florists","5193","9"
"17.09.2016","UA","DE","Computer Maintenance and Programming","7379","8"
"22.11.2016","GB","ES","Charitable and Social Service Organizations","8398","150"
"10.10.2016","UA","RU","Florists","5193","27"
"02.10.2016","RU","SA","Computer Maintenance and Programming","7379","10"
"23.09.2016","UA","BY","Education","8299","48"
"25.09.2016","UA","RU","Tickets and Travel","7922","5"
"20.10.2016","UA","JP","Education","8299","6"
"04.12.2016","GB","NG","Charitable and Social Service Organizations","8398","72"
"10.11.2016","GB","VE","Charitable and Social Service Organizations","8398","66"
"17.11.2016","RU","DE","Computer Maintenance and Programming","7379","35"
"11.10.2016","GB","NA","Charitable and Social Service Organizations","8398","12"
"03.12.2016","GB","NG","Charitable and Social Service Organizations","8398","11"
"27.11.2016","RU","AM","Dating","7273","27"
"04.11.2016","RU","KG","Dating","7273","9"
"14.09.2016","GB","DK","Charitable and Social Service Organizations","8398","18"
"01.10.2016","CZ","TW","Computer Maintenance and Programming","7379","72"
"04.11.2016","GB","MK","Charitable and Social Service Organizations","8398","18"
"30.09.2016","GB","JP","Computer Maintenance and Programming","7379","20"
"25.11.2016","GB","BE","Charitable and Social Service Organizations","8398","36"
"26.09.2016","GB","GT","Charitable and Social Service Organizations","8398","36"
"21.11.2016","GB","AM","Computer Maintenance and Programming","7379","30"
"16.09.2016","RU","DE","Dating","7273","12"
"13.09.2016","UA","SE","Tickets and Travel","7922","10"
"26.10.2016","LV","GB","Professional and Personal Services","8999","10"
"22.11.2016","UA","RU","Stores and Shops","5200","3"
"25.10.2016","LV","US","Telecommunication Services","4814","44"
"08.12.2016","GB","LV","Computer Maintenance and Programming","7379","14"
"10.09.2016","GB","VE","Charitable and Social Service Organizations","8398","42"
"26.10.2016","GB","US","Charitable and Social Service Organizations","8398","3136"
"29.11.2016","GB","IT","Computer Maintenance and Programming","7379","4"
"05.11.2016","UA","CA","Florists","5193","18"
"31.10.2016","GB","PL","Charitable and Social Service Organizations","8398","15"
"25.09.2016","GB","AE","Charitable and Social Service Organizations","8398","51"
"15.09.2016","RU","TR","Dating","7273","42"
"12.09.2016","GB","CR","Charitable and Social Service Organizations","8398","20"
"09.09.2016","UA","BY","Tickets and Travel","7922","10"
"23.09.2016","GB","GH","Charitable and Social Service Organizations","8398","9"
"14.11.2016","GB","IS","Charitable and Social Service Organizations","8398","27"
"09.09.2016","GB","ES","Charitable and Social Service Organizations","8398","414"
"01.12.2016","RU","LV","Dating","7273","3"
"08.10.2016","GB","IL","Charitable and Social Service Organizations","8398","10"
"12.11.2016","GB","FR","Charitable and Social Service Organizations","8398","70"
"12.09.2016","UA","CA","Computer Maintenance and Programming","7379","66"
"09.11.2016","RU","ES","Stores and Shops","5200","3"
"18.09.2016","UA","DE","Computer Maintenance and Programming","7379","14"
"01.11.2016","GB","US","Electronic Sales","5732","45"
"18.09.2016","GB","MV","Charitable and Social Service Organizations","8398","27"
"28.09.2016","GB","ZM","Charitable and Social Service Organizations","8398","6"
"05.11.2016","UA","IL","Tickets and Travel","7922","8"
"28.09.2016","GB","SK","Charitable and Social Service Organizations","8398","12"
"17.09.2016","GB","RU","Computer Maintenance and Programming","7379","95"
"10.09.2016","RU","RS","Computer Maintenance and Programming","7379","7"
"17.10.2016","GB","SE","Charitable and Social Service Organizations","8398","28"
"24.10.2016","GB","AU","Charitable and Social Service Organizations","8398","441"
"20.11.2016","GB","UA","Computer Maintenance and Programming","7379","324"
"28.11.2016","GB","GE","Computer Maintenance and Programming","7379","54"
"14.10.2016","UA","PL","Tickets and Travel","7922","8"
"20.09.2016","UA","RU","Florists","5193","3"
"07.11.2016","GB","PK","Charitable and Social Service Organizations","8398","18"
"24.10.2016","RU","GB","Stores and Shops","5200","36"
"22.10.2016","UA","IL","Management, Consulting, and Advertising Services","7311","8"
"18.09.2016","RU","KR","Computer Maintenance and Programming","7379","16"
"02.11.2016","GB","ID","Charitable and Social Service Organizations","8398","100"
"27.11.2016","UA","IL","Florists","5193","6"
"03.10.2016","CZ","RU","Computer Maintenance and Programming","7379","420"
"17.11.2016","RU","GE","Dating","7273","6"
"05.10.2016","GB","ES","Computer Maintenance and Programming","7379","6"
"16.10.2016","UA","AE","Tickets and Travel","7922","20"
"10.10.2016","GB","MD","Computer Maintenance and Programming","7379","60"
"19.09.2016","GB","UA","Computer Maintenance and Programming","7379","248"
"09.11.2016","RU","SE","Dating","7273","11"
"21.11.2016","GB","BF","Charitable and Social Service Organizations","8398","4"
"05.10.2016","EE","PL","Telecommunication Services","4814","2"
"29.10.2016","UA","PE","Florists","5193","10"
"22.09.2016","GB","RU","Professional and Personal Services","8999","60"
"21.11.2016","RU","KG","Dating","7273","8"
"28.09.2016","UA","FR","Tickets and Travel","7922","16"
"07.10.2016","GB","VE","Charitable and Social Service Organizations","8398","55"
"18.11.2016","GB","TZ","Charitable and Social Service Organizations","8398","160"
"03.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","115"
"20.09.2016","RU","UA","Dating","7273","680"
"12.09.2016","RU","IQ","Dating","7273","4"
"16.11.2016","EE","PL","Telecommunication Services","4814","33"
"08.11.2016","UA","DE","Computer Maintenance and Programming","7379","12"
"20.10.2016","LV","BG","Professional and Personal Services","8999","2"
"09.09.2016","UA","GB","Tickets and Travel","7922","5"
"25.09.2016","GB","EE","Charitable and Social Service Organizations","8398","57"
"25.10.2016","RU","GI","Professional and Personal Services","8999","9"
"06.12.2016","GB","UA","Professional and Personal Services","8999","6"
"07.11.2016","RU","PT","Dating","7273","7"
"23.11.2016","GB","CZ","Computer Maintenance and Programming","7379","8"
"03.10.2016","GB","SZ","Charitable and Social Service Organizations","8398","27"
"22.10.2016","GB","CA","Charitable and Social Service Organizations","8398","300"
"05.11.2016","GB","LK","Charitable and Social Service Organizations","8398","16"
"15.11.2016","UA","PL","Tickets and Travel","7922","20"
"16.10.2016","RU","IN","Computer Maintenance and Programming","7379","9"
"20.10.2016","RU","GB","Dating","7273","6"
"19.10.2016","GB","DZ","Charitable and Social Service Organizations","8398","90"
"06.10.2016","GB","LT","Charitable and Social Service Organizations","8398","72"
"12.11.2016","GB","TJ","Charitable and Social Service Organizations","8398","6"
"15.10.2016","ES","LV","Management, Consulting, and Advertising Services","7311","12"
"24.11.2016","RU","LV","Professional and Personal Services","8999","24"
"30.11.2016","GB","CL","Charitable and Social Service Organizations","8398","15"
"01.10.2016","GB","CZ","Charitable and Social Service Organizations","8398","3"
"03.10.2016","RU","BE","Computer Maintenance and Programming","7379","21"
"28.11.2016","GB","SA","Charitable and Social Service Organizations","8398","30"
"29.11.2016","UA","NO","Computer Maintenance and Programming","7379","11"
"01.10.2016","GB","US","Computer Maintenance and Programming","7379","20"
"04.10.2016","UA","US","Tickets and Travel","7922","4"
"05.12.2016","GB","FI","Computer Maintenance and Programming","7379","40"
"14.09.2016","GB","DE","Charitable and Social Service Organizations","8398","45"
"01.11.2016","GB","US","Computer Maintenance and Programming","7379","11"
"06.10.2016","EE","AE","Telecommunication Services","4814","6"
"28.11.2016","GB","ZA","Charitable and Social Service Organizations","8398","72"
"14.09.2016","RU","IT","Computer Maintenance and Programming","7379","8"
"29.10.2016","UA","RU","Taxicabs and Limousines","4121","3"
